`,Season,Year,Camera,Latitude,Longitude,Date_Deployed,Date_Stopped,Habitat,Folder,Photo_num,Date,Temp_C,Time,Species,Amount,Notes
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8250853,8/25/2018,13,3:46:26,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8250859,8/25/2018,16,20:18:17,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8250862,8/25/2018,15,20:58:18,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8250865,8/25/2018,15,22:21:53,Didelphis virginiana,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8260475-8260480,8/26/2018,11,23:33:44,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8260868,8/26/2018,15,4:49:17,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8260871,8/26/2018,15,4:56:21,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8260874,8/26/2018,15,20:32:44,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8260886,8/26/2018,15,20:33:54,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8260895,8/26/2018,15,20:34:58,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8260898,8/26/2018,15,20:38:23,Didelphis virginiana,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8270517-8270519,8/27/2018,15,20:32:16,Didelphis virginiana,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,102EK113,8270403-8270411,8/27/2018,16,21:53:10,Didelphis virginiana,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,102EK113,8270403-8270411,8/27/2018,16,22:16:22,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8270901,8/27/2018,12,2:37:31,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8270904,8/27/2018,12,2:39:05,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8270910,8/27/2018,11,4:15:21,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8270934,8/27/2018,15,21:28:27,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8270946,8/27/2018,15,21:29:23,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8280949,8/28/2018,12,2:52:09,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8280958,8/28/2018,17,20:01:05,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8280961,8/28/2018,17,20:29:33,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8280970,8/28/2018,15,23:20:48,Didelphis virginiana,1,good pic
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8280979,8/28/2018,15,23:30:15,Didelphis virginiana,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8290544-8290552,8/29/2018,12,1:20:18,Didelphis virginiana,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8290544-8290552,8/29/2018,12,1:55:15,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8290988,8/29/2018,13,3:44:36,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8290991,8/29/2018,12,5:09:58,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,101EK113,8290001,8/29/2018,13,5:10:57,Didelphis virginiana,1,THERE ARE 2 OPOSSUMS INTERACTING
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,101EK113,8290007,8/29/2018,13,5:12:44,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,101EK113,8290013,8/29/2018,13,5:13:50,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,101EK113,8290019,8/29/2018,13,5:16:32,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,101EK113,8290028,8/29/2018,13,5:17:34,Didelphis virginiana,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,101EK113,8290034,8/29/2018,12,5:29:09,Didelphis virginiana,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,101EK113,9060442-9060447,9/6/2018,15,2:49:53,Didelphis virginiana,1,
COPR,summer,2018,7.3,"34 24' 46.4"" N","119 52' 53.4"" W",8/29/2018,9/17/2018,reserve-urban,100EK113,9070034,9/7/2018,11,21:23:24,Didelphis virginiana,1,8300031 is a FANTASTIC picture of a hawk!!!! in flight!
COPR,summer,2018,7.3,"34 24' 46.4"" N","119 52' 53.4"" W",8/29/2018,9/17/2018,reserve-urban,100EK113,9090037,9/9/2018,12,22:36:09,Didelphis virginiana,1,
COPR,summer,2018,7.3,"34 24' 46.4"" N","119 52' 53.4"" W",8/29/2018,9/17/2018,reserve-urban,100EK113,9140043,9/14/2018,11,23:54:46,Didelphis virginiana,1,
COPR,summer,2018,7.3,"34 24' 46.4"" N","119 52' 53.4"" W",8/29/2018,9/17/2018,reserve-urban,100EK113,9160047,9/16/2018,11,22:11:29,Didelphis virginiana,1,
COPR,summer,2018,7.3,"34 24' 46.4"" N","119 52' 53.4"" W",8/29/2018,9/17/2018,reserve-urban,100EK113,9160049,9/16/2018,11,22:15:07,Didelphis virginiana,1,
COPR,summer,2018,7.4,"34 24' 46.4"" N","119 52' 53.4"" W",9/17/2018,11/2/2018,reserve-urban,100EK113,9180077,9/18/2018,13,20:15:29,Didelphis virginiana,1,
COPR,summer,2018,7.4,"34 24' 46.4"" N","119 52' 53.4"" W",9/17/2018,11/2/2018,reserve-urban,100EK113,9200092,9/20/2018,12,19:51:37,Didelphis virginiana,1,
COPR,summer,2018,7.4,"34 24' 46.4"" N","119 52' 53.4"" W",9/17/2018,11/2/2018,reserve-urban,100EK113,9200096,9/20/2018,12,22:25:48,Didelphis virginiana,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8160106-8160111,16-Aug,15,1:15:53,Didelphis virginiana,1,
COPR,summer,2018,7.2,"34 24' 46.4"" N","119 52' 53.4"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8160136-8160138,16-Aug,17,20:04:40,Didelphis virginiana,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8100433-8110447,8/10/18-8/11/18,16,22:43:15,Didelphis virginiana,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8100433-8110447,8/10/18-8/11/18,16,22:45:00,Didelphis virginiana,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8100433-8110447,8/10/18-8/11/18,15,2:11:43,Didelphis virginiana,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8100433-8110447,8/10/18-8/11/18,15,2:16:10,Didelphis virginiana,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,101EK113,8260937-8270942,8/26/18-8/27/18,15,22:27:11,Didelphis virginiana,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,101EK113,8260937-8270942,8/26/18-8/27/18,15,2:39:56,Didelphis virginiana,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8020070-8020072,8/2/2018,15,21:04:43,Didelphis virginiana,1,
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,101EK113,8250649-8250654,8/25/2018,25,17:03:17,Lynx rufus,1,went swimming! Great pic
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,101EK113,9020079-9020081,9/2/2018,22,18:07:06,Lynx rufus,1,it's a baby bobcat!! omg!!!!
COPR,fall,2018,7.5,"34 24' 46.4"" N","119 52' 53.4"" W",11/2/2018,1/13/2019,reserve-urban,100EK113,12130068,12/13/2018,3,5:50:36,Mephitis mephitis,1,"unsure if it is a skunk, v close to camera"
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050175-8050177,8/5/2018,13,1:25:29,Mephitis mephitis,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8100418-8100420,8/10/2018,13,3:18:10,Mephitis mephitis,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,100EK113,9010652-9010657,9/1/2018,15,5:34:50,Mephitis mephitis,1,Skunk! great pic
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,101EK113,9090553-9090558,9/9/2018,15,1:00:58,Mephitis mephitis,1,possibly baby
COPR,summer,2018,6.1,"34 24' 40.5"" N","119 52' 42.7"" W",8/22/2018,8/29/2018,reserve-urban,102EK113,8280748-8280753,8/28/2018,17,20:37:00,Procyon lotor,1,raccoon!
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,101EK113,9100673-9100678,9/10/2018,15,5:42:10,Procyon lotor,1,
COPR,summer,2018,6.2,"34 24' 40.5"" N","119 52' 42.7"" W",8/29/2018,9/17/2018,reserve-urban,102EK113,9140293-9140300,9/14/2018,10,5:47:57,Procyon lotor,1,"starts with tip of ear on left, then can barely see raccoon walking away on right"
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8010025-8010027,8/1/2018,21,13:05:12,rodent,1,Otospermophilus beecheyi
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8020058-8020069,8/2/2018,12,4:50:14,rodent,2,"mice, pic with both on log!"
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8030106-8030108,8/3/2018,12,5:08:48,rodent,1,mouse playing on log
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8030109-8030114,8/3/2018,17,9:00:09,rodent,1,Otospermophilus beecheyi
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8030109-8030114,8/3/2018,17,9:01:11,rodent,1,Otospermophilus beecheyi
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8030124-8030126,8/3/2018,15,21:18:46,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8030130-8030150,8/3/2018,13,22:15:38,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8030130-8030150,8/3/2018,13,22:23:09,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8030130-8030150,8/3/2018,13,22:30:25,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8040151-8040156,8/4/2018,12,2:43:55,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050196-8050198,8/5/2018,20,10:19:58,rodent,1,Otospermophilus beecheyi
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050202-8050204,8/5/2018,21,15:22:47,rodent,1,Otospermophilus beecheyi
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050163-8050174,8/5/2018,13,0:03:30,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050163-8050174,8/5/2018,13,0:37:33,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050163-8050174,8/5/2018,13,0:55:11,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050178-8050180,8/5/2018,12,2:08:04,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050184-8050195,8/5/2018,12,3:03:55,rodent,1,mice
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050184-8050195,8/5/2018,12,3:22:16,rodent,2,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050184-8050195,8/5/2018,12,3:26:28,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8050184-8050195,8/5/2018,12,4:48:09,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060247-8060258,8/6/2018,12,2:09:14,rodent,1,mice
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060247-8060258,8/6/2018,13,2:10:48,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060259-8060267,8/6/2018,13,4:25:55,rodent,1,mice
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060259-8060267,8/6/2018,13,4:27:28,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060268-8060309,8/6/2018,20,20:30:37,rodent,1,mice
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060268-8060309,8/6/2018,20,20:38:32,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060268-8060309,8/6/2018,20,20:52:45,rodent,3,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060268-8060309,8/6/2018,17,21:13:54,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060268-8060309,8/6/2018,17,21:19:22,rodent,2,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060268-8060309,8/6/2018,17,21:33:14,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060268-8060309,8/6/2018,17,21:40:06,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060268-8060309,8/6/2018,17,21:41:15,rodent,2,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060268-8060309,8/6/2018,17,21:49:43,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060268-8060309,8/6/2018,17,21:52:45,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060268-8060309,8/6/2018,17,21:56:24,rodent,3,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060268-8060309,8/6/2018,16,22:18:47,rodent,2,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8060316-8060318,8/6/2018,16,23:11:48,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8070322-8070327,8/7/2018,15,1:43:05,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8070328-8070330,8/7/2018,15,3:50:58,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8070331-8070339,8/7/2018,15,5:04:32,rodent,1,"mouse, tail on left"
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8080364-8080369,8/8/2018,23,10:30:41,rodent,1,Otospermophilus beecheyi
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8080370-8080378,8/8/2018,26,13:22:28,rodent,1,Otospermophilus beecheyi
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8080370-8080378,8/8/2018,26,13:38:31,rodent,1,Otospermophilus beecheyi
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8080343-8080345,8/8/2018,15,3:05:19,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8080349-8080351,8/8/2018,15,4:53:14,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8080382-8080384,8/8/2018,15,23:45:54,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8080361-8080363,8/8/2018,21,9:20:25,rodent,1,Sciurus griseus
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8090388-8090390,8/9/2018,15,3:24:33,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8090394-8090396,8/9/2018,15,4:15:01,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8090406-8090417,8/9/2018,15,23:44:57,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8090406-8090417,8/9/2018,15,23:52:59,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8100430-8100432,8/10/2018,16,21:41:00,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8110448-8110449,8/11/2018,15,3:19:04,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8110451-8110453,8/11/2018,15,3:44:05,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8110460-8110477,8/11/2018,15,21:29:45,rodent,2,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8110460-8110477,8/11/2018,15,21:31:34,rodent,1,
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8120517-8120522,8/12/2018,22,8:05:29,rodent,1,Sciurus griseus
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8120517-8120522,8/12/2018,22,10:31:53,rodent,1,Sciurus griseus
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8130526-8130528,8/13/2018,15,2:44:02,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8140559-8140561,8/14/2018,15,5:35:06,rodent,1,mouse
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8140562-8140570,8/14/2018,21,10:03:29,rodent,1,Sciurus griseus
COPR,summer,2018,8.1,"34 24' 58.4"" N","119 53' 05.7"" W",8/1/2018,8/14/2018,reserve-urban,100EK113,8140562-8140570,8/14/2018,21,10:09:54,rodent,1,Sciurus griseus
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8150061,8/15/2018,15,0:44:47,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8150067,8/15/2018,16,0:50:02,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8150097,8/15/2018,15,3:49:09,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8150142,8/15/2018,17,22:48:45,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8160178,8/16/2018,16,8:06:17,rodent,1,Otospermophilus beecheyi
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8160181,8/16/2018,16,8:26:32,rodent,1,Otospermophilus beecheyi
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8160184,8/16/2018,25,11:56:58,rodent,1,Otospermophilus beecheyi
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8160166,8/16/2018,16,1:04:00,rodent,2,8160168 = great pic of 2 mice on log
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8160169,8/16/2018,15,2:00:53,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8160172,8/16/2018,15,2:15:56,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8160223,8/16/2018,16,22:35:26,rodent,1,
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8160187,8/16/2018,25,13:03:41,rodent,1,Sciurus griseus
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8160190,8/16/2018,25,13:09:36,rodent,1,Sciurus griseus
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8170256,8/17/2018,17,8:32:13,rodent,1,Otospermophilus beecheyi
COPR,summer,2018,8.2,"34 24' 58.4"" N","119 53' 05.7"" W",8/14/2018,8/29/2018,reserve-urban,100EK113,8170229,8/17/2018,16,0:22:13,rodent,1,
